2016,Temp. (°F),,,Dew Point (°F),,,Humidity (%),,,Sea Level Press. (in),,,Visibility (mi),,,Wind (mph),,,Precip. (in),Events
Nov,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,high,sum,
1,58,49,40,45,39,31,85,68,51,30.4,30.34,30.3,10,10,10,10,3,17,0,
2,70,62,54,55,51,45,77,68,58,30.3,30.2,30.1,10,10,9,10,3,17,0,
3,72,65,57,56,52,43,84,68,51,30.09,29.95,29.84,10,8,5,15,5,27,0,
4,61,54,47,45,35,24,66,48,30,30.24,30.12,29.97,10,10,10,12,5,18,0,
5,62,53,44,42,36,26,62,52,42,30.24,30.19,30.13,10,10,10,13,3,20,0,
6,59,52,45,43,35,26,66,53,39,30.41,30.22,30.09,10,10,10,16,8,26,0,
7,53,47,41,31,27,23,65,49,32,30.49,30.41,30.3,10,10,10,14,5,20,0,
8,66,54,41,34,32,28,65,47,29,30.29,30.11,29.9,10,10,10,8,3,13,0,
9,59,54,49,52,44,34,93,65,37,29.96,29.86,29.8,10,8,2,14,4,23,0.06,Rain
10,56,48,40,37,31,25,77,55,32,30.04,29.92,29.71,10,10,10,14,6,27,0,
11,63,52,41,38,29,20,54,42,29,30.16,29.83,29.65,10,10,10,18,8,34,0,Rain
12,50,44,37,23,20,18,48,39,29,30.33,30.24,30.17,10,10,10,12,5,20,0,
13,61,51,41,27,24,20,55,38,20,30.16,30.1,30.03,10,10,10,13,5,19,0,
14,62,54,46,30,22,19,34,27,20,30.05,30.02,29.97,10,10,10,13,4,20,0,
15,56,52,47,49,45,31,93,66,38,29.98,29.84,29.73,10,5,0,17,6,28,1.81,"Fog , Rain"
16,61,53,45,42,37,34,86,63,39,29.89,29.78,29.74,10,10,9,10,4,17,0,
17,61,55,49,41,39,36,71,57,42,30.08,30,29.9,10,10,8,13,4,20,0,
18,64,54,44,38,37,33,76,55,34,30.14,30.08,30.04,10,10,9,8,2,13,0,
19,63,50,37,49,45,34,80,65,50,30.04,29.77,29.58,10,8,2,18,5,32,0.25,Rain
20,42,38,34,34,29,19,85,65,44,29.61,29.57,29.52,10,8,2,25,10,39,0.31,"Rain , Snow"
21,41,39,36,21,18,16,52,45,37,29.85,29.7,29.57,10,10,10,22,13,39,0,
22,41,39,37,24,20,17,59,50,40,30.21,30.05,29.86,10,10,10,21,10,37,0,
23,45,40,35,24,22,19,59,49,39,30.31,30.27,30.21,10,10,10,12,5,20,0,
24,48,43,38,44,36,23,93,72,50,30.32,30.25,30.19,10,10,7,9,5,14,0.03,
25,54,50,45,46,43,41,92,79,66,30.26,30.21,30.13,8,7,5,9,2,13,0.02,Rain
26,50,45,40,42,37,33,83,68,52,30.14,30.09,30.04,10,9,4,14,4,21,0,
27,50,45,39,32,29,26,76,58,39,30.14,30.1,30.06,10,10,10,15,5,24,0,
28,52,45,38,39,31,27,64,53,41,30.22,30.16,30.12,10,10,9,10,3,17,0,
29,60,56,51,58,54,41,93,78,63,30.12,29.93,29.83,10,4,0,13,5,26,2.2,"Fog , Rain"
30,58,54,50,53,51,49,100,90,80,29.94,29.81,29.56,10,4,1,18,6,25,0.73,Rain
